city_id,city_name,country,continent,population,regulatory_status,market_competition,number_of_drivers,number_of_rides,avg_fare,avg_wait_time_min,uber_services,major_competitors
9d978b1c-6617-4cf6-95c4-95dc9a248d70,Port Joseph,Senegal,South America,4981867,Restricted,Medium,15141,84106,27.51,3.71,UberX,Grab
b7408700-0d17-4705-920d-26a080d0e4a5,Port Shannonside,France,Europe,4901993,Banned,Low,23664,209575,64.41,17.34,UberX,Local Taxis
3aecee16-ccd8-4805-881a-19e1095cccd7,Lake Donnaville,Marshall Islands,South America,2177603,Restricted,Low,9516,19003,195.31,6.58,UberPool,Lyft
ac3579e7-9413-4035-bc01-196de9265655,Port Teresaborough,Paraguay,Europe,7249966,Allowed,Medium,49540,437377,80.3,10.78,UberPool,Local Taxis
1e597caa-9833-4731-87ba-630539630161,Glennfurt,New Caledonia,Europe,7497874,Allowed,High,16745,108717,70.67,5.16,UberX,Local Taxis
ebcb9f60-0c76-472e-8aa3-ff690d7bf71a,East Caitlinside,Belize,Africa,5076291,Restricted,Medium,18390,238741,78.99,13.12,UberEats,Lyft
1d3cc53c-17ae-48e1-ba7f-0af7f327b503,East Wendyside,Vanuatu,Asia,8346997,Banned,High,26449,141610,52.46,18.03,UberEats,Ola
89b3c4f3-8c3f-41bc-a334-45e464e67673,Lake Lisa,South Africa,Asia,7208637,Allowed,High,48375,42437,16.96,16.94,UberPool,Ola
3a31ae35-8485-46bb-a30e-8c8e112ef9c2,Port Douglas,Antarctica (the territory South of 60 deg S),Australia,1132190,Restricted,Low,8349,315888,53.37,2.01,UberPool,Local Taxis
00f30ae4-a8ce-4ed2-a23b-b14f12eb3dbf,West Heathermouth,British Indian Ocean Territory (Chagos Archipelago),Africa,5783333,Restricted,Medium,34932,414572,83.62,15.48,UberX,Grab
2744fe1f-3299-4dc4-b3f9-5d2be2f9f17f,Allisonview,Uganda,Australia,6012440,Banned,Medium,44586,377115,33.51,6.9,UberEats,Lyft
ddce1b91-2201-4920-a6b3-250c89f3ba93,East Cody,South Georgia and the South Sandwich Islands,Australia,8370535,Banned,High,35901,441625,96.37,9.09,UberEats,Grab
021ea623-ec1e-4aeb-a92a-cbc984fd126e,New Jacobborough,Egypt,Australia,919119,Allowed,Medium,16987,346133,55.92,12.96,UberPool,Lyft
1bb0cff3-0b1a-4523-a1cb-19f1f9ec6a26,North Amyborough,Equatorial Guinea,Asia,6368845,Allowed,Medium,19011,116136,59.53,14.06,UberPool,Lyft
4deed619-d4ff-4b7f-a97c-756c80a07847,West Katrina,Kenya,South America,2038109,Banned,Low,15782,129013,42.55,8.91,UberX,Ola
8bcc1a13-d823-4dfb-9054-080e676090bb,Lake Jonathanhaven,Christmas Island,Asia,1225951,Banned,Medium,3113,308273,81.11,8.03,UberPool,Ola
ed5a1380-d4a4-4c75-b623-99b3fffc4d0e,Tamarachester,Lao People's Democratic Republic,Asia,2027211,Allowed,High,14794,267443,197.66,16.99,UberPool,Ola
4a0a63eb-6240-4c9f-8540-068af58236c7,North Staceystad,Central African Republic,North America,193411,Restricted,Medium,40561,211266,64.74,13.51,UberEats,Ola
3ecf79bd-f6ef-49e0-91dc-a442d5b3e9af,Robertmouth,Palestinian Territory,Asia,7356175,Banned,High,6521,266102,31.48,10.44,UberX,Ola
40ede07b-4ef5-494b-829e-c8186406a760,South William,Djibouti,South America,4258926,Restricted,High,46753,401588,33.59,10.48,UberPool,Lyft
ac7c8f10-de2e-4f95-a877-9255dc9f5e15,Port Ashleyview,Tunisia,Asia,658571,Allowed,Medium,3834,45692,68.36,8.47,UberPool,Grab
9c9500e4-5127-4100-b6a5-f8abee07d469,North Robertport,Congo,Africa,7699537,Banned,High,40641,89631,27.93,16.27,UberX,Ola
4e3fceef-a223-4085-8ee9-ba682a12d149,Mooneyport,Ethiopia,Europe,6794641,Allowed,Low,41397,293542,283.49,4.77,UberPool,Grab
5e03e37b-731d-471a-bea5-6b00d0d760e8,Davisborough,Libyan Arab Jamahiriya,Europe,3198126,Restricted,Medium,32069,132245,77.89,18.61,UberEats,Grab
bca5388f-9426-4b80-b0af-d87be98580b0,East Jacob,Seychelles,South America,5899804,Banned,High,42878,182908,50.39,11.1,UberEats,Lyft
7ab25f91-e12f-4489-8140-6b8028923a95,Deleonberg,Anguilla,Asia,3171577,Allowed,High,32490,139112,14.91,5.61,UberPool,Local Taxis
c9372355-d7fd-4fa5-9fce-acdd71588743,Baileyfurt,Guyana,South America,9350490,Banned,Medium,23313,15798,95.8,11.23,UberPool,Local Taxis
6ae253fb-1607-4799-a82e-bbdd2e7bfc1e,East Jon,American Samoa,Africa,6608661,Restricted,Medium,17474,493139,58.84,3.39,UberPool,Grab
a06ebfa3-a03a-4207-bcf6-81fa2cee7a62,Robertshaven,Saint Barthelemy,Australia,7645599,Banned,Low,32967,72962,64.38,16.96,UberX,Ola
80b78f53-c326-4fff-bae4-488bee3d8ef7,Daniellemouth,Liberia,North America,805249,Allowed,High,49965,425090,237.95,7.45,UberX,Lyft
805fdc42-cf0d-4978-87d8-8cff4a74b8ef,West Paul,Mayotte,Africa,3030003,Banned,High,16880,219947,90.36,15.34,UberEats,Grab
23914d47-9595-4f19-b7eb-6406ef17c2a6,Jessicahaven,Nepal,South America,467201,Banned,High,6671,16156,52.41,12.73,UberEats,Lyft
02038433-ac9a-47ff-8b45-bd3f6159a129,Ashleyburgh,Germany,Australia,8187830,Banned,Medium,17144,363860,87.69,3.64,UberEats,Local Taxis
3a200997-c7a0-4ce1-91e3-b22449bba4b3,Amberland,Niue,North America,3333129,Allowed,High,6460,196313,53.87,14.98,UberX,Lyft
64ed1e25-3f34-4e76-b97c-3b807c883df0,East Melissa,Tajikistan,South America,6589590,Banned,Medium,29293,395313,27.3,16.2,UberX,Ola
67ed6d29-0823-4579-af63-3bfa9fa05bd2,Lake Joshua,Guadeloupe,Africa,4607981,Allowed,Low,43365,487076,50.6,16.25,UberPool,Local Taxis
659afd97-67d4-4ac1-9a6f-51cbb1a0b862,Lake Melissa,French Polynesia,Australia,1807226,Restricted,Medium,44293,6399,24.75,14.37,UberPool,Ola
653eba74-2bb6-4e5a-93cf-5099b221dcf3,North Sheena,France,Asia,6134283,Allowed,Medium,32080,460946,85.02,2.12,UberEats,Grab
ec44a4f3-dbcf-445b-bc42-523b961283b1,Bellview,Pitcairn Islands,Europe,2439842,Restricted,High,22046,98703,84.55,13.77,UberEats,Ola
87127be5-a518-4e90-be43-abe1b52594a9,Lake Christine,Cote d'Ivoire,North America,2227227,Banned,High,28240,305457,14.22,8.74,UberEats,Lyft
2f2539a8-b5e7-48bd-9622-8bfc08fe7b13,Lake Benjaminstad,Bouvet Island (Bouvetoya),Asia,9385549,Restricted,Medium,18623,373939,78.97,12.18,UberEats,Lyft
797d8d59-1999-4754-9f79-5e69af90782c,Alanbury,Switzerland,Australia,9937234,Allowed,Medium,7921,38460,65.63,3.14,UberEats,Lyft
5e29e86c-d84a-46d5-a61f-65436899e17f,Staceyshire,Jamaica,Australia,2704474,Restricted,Medium,34296,482153,14.54,12.93,UberEats,Ola
5ed03518-f02d-4999-9018-af3700ecda1e,Hallbury,Gambia,Asia,5317374,Allowed,High,2287,417508,41.74,13.58,UberEats,Grab
0edd04a7-f5c4-4b31-a184-607e94ec041b,East Crystalside,Congo,Asia,1044535,Allowed,Medium,17644,108350,56.97,3.62,UberEats,Ola
f734763a-2e4c-4eb0-8084-ba3199afe875,North Nancyshire,Timor-Leste,Asia,7819322,Allowed,Low,5871,363884,80.25,2.4,UberX,Lyft
4514d24d-8736-49ea-aa85-a32fbdd26526,West Lisaland,Canada,Asia,9986300,Banned,Low,36926,251127,71.56,3.19,UberX,Local Taxis
cc494fa4-b73f-46dd-9f53-b000c18eb849,Henrychester,Qatar,North America,8047559,Banned,High,30176,86806,89.99,17.98,UberEats,Ola
bbb41107-4ccf-41df-bfe6-6a46c7eec911,North Heatherville,Israel,North America,7053853,Restricted,Medium,46702,178305,254.72,19.79,UberEats,Ola
c15f3514-2dc4-441f-bd11-daba0a817550,Duncanbury,Azerbaijan,North America,5470960,Allowed,Low,45665,268436,8.88,17.49,UberX,Local Taxis
c4d10706-d12b-470e-8790-96be2515c22d,Alyssamouth,Guernsey,Asia,2405783,Restricted,Medium,38400,159871,97.27,4.83,UberX,Grab
692ff3b2-67ea-4917-b571-5b8bec9bf6ab,North Briannaside,Cuba,South America,4253163,Allowed,Low,48877,51009,90.49,5.97,UberEats,Local Taxis
0bcdf977-cfb1-4967-b08f-e462a472180c,Kristinabury,India,South America,4937182,Banned,Medium,4205,167247,15.95,6.9,UberPool,Grab
8bcb31ae-cee1-430a-9e1a-10688eda7239,Yufort,Isle of Man,Asia,7389847,Banned,Low,4071,240715,41.63,13.79,UberPool,Lyft
757ef17a-57ab-4e1e-af5f-7bf2e59fc8a5,Ritaberg,United States Virgin Islands,Asia,2888448,Allowed,Medium,36872,486710,28.52,7.96,UberX,Lyft
0a2aa518-804a-4dae-a0ed-4e7eb0b3751e,North Kevinport,Argentina,Australia,8920796,Banned,Medium,19016,129795,37.91,16.07,UberX,Lyft
714bda76-526d-4f77-b1a5-94275260ada1,Howellbury,New Zealand,Asia,4778149,Restricted,Medium,13963,205493,336.54,6.84,UberX,Ola
587093a2-6be4-4986-84d4-f7d3e4bc7d84,Goodburgh,Eritrea,Africa,3766713,Banned,Medium,23724,388028,42.01,3.18,UberEats,Local Taxis
e3439b91-64b4-4360-94e2-d2a06e753e22,Port Kimberlymouth,Myanmar,Africa,7241143,Allowed,Medium,2900,119833,79.36,2.09,UberEats,Local Taxis
2e87c9c3-f4f3-47bf-b6d1-0532885d4b7e,Baileyborough,Niue,Africa,4487992,Banned,Low,39042,101070,16.29,11.15,UberEats,Local Taxis
a252ffcd-d405-4ab0-b6c1-b2661676fa48,Freemanchester,Ghana,North America,6006284,Allowed,High,28686,85370,10.68,10.81,UberPool,Lyft
27e6089e-a254-47f7-ab21-f616c1a9dd05,South Suzannehaven,Iceland,South America,1212520,Restricted,Low,2714,41526,127.35,11.07,UberX,Local Taxis
aace9db8-fe31-49fa-aed9-428952b76024,East Patriciatown,United States Minor Outlying Islands,Europe,1302055,Allowed,Medium,47973,209858,8.27,12.68,UberPool,Ola
bdd5e5d1-ec8d-4398-b1e4-27d3ec0cbf2c,North Lisa,Uganda,Africa,3273053,Allowed,High,37986,355133,95.47,14.23,UberX,Ola
e21851cb-6d86-4b34-b278-fb3adc1d2020,New Allison,Guadeloupe,Australia,9844191,Banned,Medium,7216,367085,33.94,14.01,UberPool,Local Taxis
69ff2e94-1e6d-43a9-af55-869a9a81d32b,South Andrealand,Zimbabwe,South America,2606938,Allowed,Low,13248,213772,69.78,13.66,UberEats,Lyft
f36d04df-fcc9-4f09-84a4-07b6beb9a1c3,Davidside,Botswana,Africa,377078,Restricted,Medium,43365,362373,61.58,9.54,UberEats,Grab
431e5435-9a65-4069-9735-eaf9a1063b56,Lake Shaun,China,Australia,224424,Allowed,Low,25654,436874,8.88,3.72,UberX,Grab
a6e2f755-b09d-4cd2-a246-dcfc582a1de1,Jacquelinechester,Antarctica (the territory South of 60 deg S),South America,6715536,Restricted,High,10440,107392,431.4,11.72,UberX,Ola
1c87ae06-15c3-40e3-a142-5e751a49f714,South Julie,Germany,Australia,9662779,Banned,High,9269,251842,44.9,12.08,UberX,Lyft
14bc2b8f-696f-464e-8338-ee1a0bba20f4,Port Christianbury,Algeria,Europe,5704763,Allowed,Low,16755,360020,96.36,3.12,UberX,Grab
ea21941d-e7f7-4a04-af6d-e68754849bd0,West Jerryview,France,Africa,3067838,Restricted,Medium,9104,250374,41.88,9.81,UberEats,Local Taxis
3df5a98c-5162-474f-95aa-94a1c7376c39,East Monicashire,Namibia,Australia,5966711,Restricted,Low,31313,448398,65,3.63,UberPool,Ola
27c857f6-7e63-4bb8-92c3-72d9cbc98a37,New David,Guinea-Bissau,Australia,8249931,Allowed,Low,11632,173443,95.14,11.47,UberX,Local Taxis
5a1e2af5-51a2-488b-b490-f545e8815f38,South Mariatown,United States of America,Europe,9557023,Banned,Low,13530,220225,28.54,12.54,UberX,Lyft
f4468ed6-f82c-4644-81d8-99f6b0bec574,Port Daniel,Portugal,South America,2495929,Restricted,High,4545,436995,248.92,9.18,UberPool,Local Taxis
b6fafc3c-a6eb-41b3-a10a-d1dcc20d895d,South Wendy,Oman,Africa,3918372,Allowed,High,28994,387826,84.73,2.93,UberEats,Ola
18045006-65e4-457d-893f-94129144e3ab,Charlesfurt,Malta,Asia,3888994,Banned,High,33133,486480,7.47,9.84,UberEats,Lyft
b6cb3654-c228-4aaf-a682-674e704914af,Cainton,Norway,South America,9696637,Restricted,Medium,48577,197077,363.02,8.82,UberEats,Ola
3a282ee3-8e1a-4872-8c32-8a292b71a307,Mcdanielfurt,Vanuatu,North America,8117526,Restricted,Medium,49119,329041,496.59,19.28,UberX,Lyft
8d98d5ea-56b2-4941-a979-f2f14b698b20,West William,Norfolk Island,Europe,8361038,Restricted,Low,36386,184521,77.35,11.08,UberEats,Ola
197193f4-b3b5-4622-a8e0-450d5aa7e070,New Matthew,Norfolk Island,Africa,5062258,Banned,Medium,29198,176244,93.15,19.91,UberX,Grab
bc73038f-603a-4d93-9f13-d2738125cc33,Martinfurt,Liechtenstein,Africa,7266939,Banned,High,29471,347497,87.48,7.07,UberEats,Lyft
ad562df2-08c6-4467-b2aa-2319f1a2c221,New Bruceburgh,Costa Rica,Africa,7450567,Allowed,Low,21027,201606,30.18,13.21,UberPool,Local Taxis
ddb49b5b-def4-4a77-a2cf-3d279dcae871,Monicamouth,Paraguay,Africa,7868308,Allowed,Medium,4488,219697,36.63,19.25,UberPool,Ola
fcb476a8-3083-49a9-b47d-069a3b15c0d6,Lake Philipstad,Malta,Asia,3639122,Restricted,High,43986,101572,8.94,16.67,UberX,Local Taxis
8184fbdf-520e-4693-982d-8b8755fc0bb9,New Joseph,Syrian Arab Republic,North America,7470685,Banned,Medium,15194,453615,30.43,4.27,UberPool,Local Taxis
d8e74142-1d88-40f1-89b4-2e97bc76ac8b,Scotthaven,Cuba,Asia,7593026,Allowed,Medium,41669,240197,256.18,18.5,UberX,Grab
5a567a29-91cb-4abe-9784-c83f9ec4e306,South Nicole,Malaysia,Europe,4027531,Allowed,Low,11500,282066,81.15,17.82,UberEats,Grab
971d2c2e-6ddd-4138-bf33-1459db58d09b,North Derek,Qatar,Australia,5452961,Allowed,Medium,11216,319552,62.54,3.95,UberX,Lyft
e6629f80-8ebb-4d1c-ae52-82a2671595c5,Garnerberg,Luxembourg,Europe,8179536,Banned,Medium,41754,445015,98.29,13.34,UberX,Grab
86d16aef-6f3c-4afb-a3b1-3912d404bcbb,North David,Swaziland,Australia,6987851,Allowed,Low,14696,262348,24.81,16.9,UberX,Lyft
f697f86e-0f62-4cf5-8bba-e4d9bb83e429,New Deborahtown,Sao Tome and Principe,Australia,9913637,Allowed,Medium,18347,288615,196.91,14.55,UberEats,Grab
050fd9d4-d3d2-4bbe-bf1b-ed16deb34823,East Elizabethmouth,Mali,Asia,5708125,Banned,Medium,42244,196260,10.6,2.16,UberX,Lyft
b5c246dc-c094-4432-997f-b28e2164f96b,North Christopher,Latvia,Africa,1391890,Restricted,Low,22340,317858,99.72,6.13,UberEats,Lyft
bae7c18b-63f8-4309-a754-7ced5478e470,Clarkmouth,Czech Republic,Australia,2429879,Allowed,Low,43814,239592,34.69,18.12,UberEats,Ola
80600a64-9aea-413c-a32a-5d618b132a3e,Richardtown,Marshall Islands,North America,9977453,Banned,High,38904,374564,78.44,5.37,UberX,Lyft
0f3fe407-9cd3-4c8a-a417-6c601eabdd1f,West Sharonbury,Antarctica (the territory South of 60 deg S),South America,6369007,Restricted,Medium,16224,217012,335.41,6.31,UberX,Local Taxis
c1521262-8bd6-4189-aa1f-febac2d6a420,New Troyshire,Colombia,Europe,8842076,Banned,High,15090,479496,5.6,3.22,UberEats,Ola
4fe7ce36-c403-45f4-9026-27c7283b4f9e,Schmidtmouth,Samoa,Europe,4350488,Allowed,Low,26879,231576,5.96,6.89,UberEats,Ola
656132de-3d24-4af5-90dc-1804ef702ee1,South Danielmouth,Netherlands Antilles,North America,9643988,Allowed,High,49119,394752,43.37,7.65,UberPool,Lyft
c6346d96-2883-4bc6-b509-4fd2db129256,Jermainefurt,Korea,Europe,3401404,Banned,Low,24951,348242,92.75,2.78,UberEats,Grab
c19fc4fd-4a03-4250-9328-121165c9d175,Reyeston,Morocco,Africa,2016834,Banned,Low,44730,108900,64.06,10.59,UberX,Ola
81a8cdbf-09e6-497a-813b-e6ad3fccdc32,South Phillip,Honduras,South America,6415521,Banned,Low,7899,292961,18.67,18.78,UberPool,Local Taxis
c705d463-8926-457c-9689-442179c62667,Kyleville,Mongolia,Asia,108586,Allowed,High,5115,306665,15.16,3.29,UberEats,Grab
e3b494da-a48f-46d7-8687-318307169b4d,Stewarttown,Jersey,Australia,740228,Allowed,High,40434,32615,58.1,5.84,UberPool,Ola
ad039e37-56d4-4146-a487-47ddac7a5c65,South Anthonyshire,American Samoa,Europe,8370468,Allowed,Low,23216,278152,322.06,4.92,UberEats,Lyft
7f5cc6d7-2aa0-4e60-8dcc-cb3c34d05bc9,New Cindy,Trinidad and Tobago,North America,8807005,Restricted,Medium,36125,244209,38.58,10.87,UberPool,Ola
5de7f905-008c-4ec3-af78-623dc0d4f4d0,Lake Christinaview,British Virgin Islands,North America,5648839,Restricted,High,28126,373794,50.53,8.69,UberPool,Local Taxis
524112f8-4c54-486c-8b4b-5639bc63d315,West Michael,Wallis and Futuna,Europe,2633357,Banned,Medium,18639,396277,64.01,3.91,UberX,Local Taxis
424fb381-4dd6-4d7e-b57a-daf2021dea6d,Matthewborough,Barbados,Australia,7876787,Banned,Low,42361,278426,30.24,14.95,UberPool,Ola
e28631ba-1b7a-4708-9f22-d0a15f4eb6de,Jamesside,Tokelau,South America,3383814,Restricted,Medium,1782,394445,9.15,15.57,UberEats,Ola
a5929cec-68a2-4fc2-adfe-b00a433fbf0f,Morrowstad,Saint Lucia,North America,6017454,Banned,Low,4783,470927,91.81,5.15,UberEats,Grab
8a6c00e3-80a3-47e6-bb1f-12681d808e21,Allenstad,Samoa,Africa,4119731,Banned,Medium,704,126708,30.91,2.41,UberX,Grab
ba598b06-9263-465f-b59c-81c6f8f176ad,Schultztown,Switzerland,North America,632178,Allowed,Low,5128,305510,26.43,3.9,UberPool,Local Taxis
b9ef1d5a-037e-47a1-bbb3-5953df378a4b,Cooperstad,China,South America,5734680,Allowed,High,41153,6614,56,14.85,UberPool,Local Taxis
ff62aa53-76fe-4f99-ace5-fd472cfb605f,Lake Katherineview,Morocco,North America,4514473,Allowed,Medium,8506,417451,60.57,12.31,UberX,Grab
8c76fefa-e3f6-4d98-8969-fdff7f6b6ee8,Sarahside,Morocco,Asia,4832333,Allowed,Low,28053,428206,75.94,15.94,UberX,Grab
b4d63794-e061-4558-8efd-570f75926753,Lake Cindyburgh,Cuba,South America,7516821,Allowed,High,33030,378027,81.03,18.81,UberPool,Lyft
b98f6dd5-03f7-4cef-88a2-2d048f812e39,West Kiaratown,Iraq,Australia,5526026,Allowed,Low,30982,111203,42.24,17.46,UberEats,Ola
123b9e1a-0935-4c91-b9b9-66b0392cc748,Rowlandtown,Dominican Republic,North America,5355664,Banned,Medium,39097,233493,10.1,6.81,UberEats,Lyft
a364e2d1-088e-4df8-8e00-7f1c04c1e043,Richardshire,Slovakia (Slovak Republic),North America,2378367,Banned,Low,35844,329815,5.93,7.55,UberEats,Ola
916c89a2-0406-42c6-8259-93c5a196aed5,New Lindsay,Tuvalu,South America,1886325,Banned,Medium,28039,37309,88.56,10.94,UberEats,Local Taxis
9b3ff659-62d5-421e-9143-6d95b2d4c60a,West Jessica,Benin,Asia,7078193,Allowed,High,7038,425889,56.45,13.45,UberEats,Ola
6635d06c-d857-4658-820b-6a7a31696a33,East Matthewchester,Djibouti,North America,3181535,Banned,High,40198,210749,85.06,3.17,UberEats,Local Taxis
a323b9cb-34a9-4bcb-aed0-cbdd032db684,Lake Robert,Congo,South America,1936197,Restricted,Medium,25462,54827,87.94,11.8,UberEats,Grab
44ff823a-35f6-48db-84b7-b77c192f9856,Lowefort,Libyan Arab Jamahiriya,Africa,6704402,Allowed,High,10622,105616,23.3,19.04,UberPool,Local Taxis
ef36b3de-c457-43b3-8da6-e7cbe6b7a028,Lake Steven,Brunei Darussalam,North America,4037295,Banned,Low,10028,231367,73.13,3.05,UberPool,Local Taxis
ca0c70bc-486b-4176-b09b-ec1e4cf24d15,South Angelachester,Paraguay,Europe,1155789,Banned,Medium,40154,17726,12.42,19.42,UberX,Lyft
88bc7ad4-44d9-4844-b6d3-ed51e3571d67,Sharonview,Svalbard & Jan Mayen Islands,Asia,6089190,Restricted,High,46758,310780,53.9,15.32,UberEats,Ola
3fcd18a0-8f2a-41ac-8e8b-ee6cd98e03a6,North Dannytown,Tonga,Asia,2338789,Restricted,High,49862,438579,40.63,4.66,UberEats,Lyft
5a229b7e-3c73-41e6-940a-9d3757bf0af6,Samanthashire,Guadeloupe,Australia,3532956,Allowed,Low,15980,189049,21.66,10.4,UberEats,Grab
e3d1cc93-cd52-4d31-80e8-7f7b6be793a8,Manntown,Libyan Arab Jamahiriya,Asia,6846922,Restricted,High,33035,379033,60.85,15.3,UberEats,Local Taxis
c8fdbf24-3592-4e7f-a8f8-ba5e97331e34,Port Markside,Serbia,Africa,6597992,Restricted,Medium,29884,76142,53.27,2.88,UberX,Grab
59c74e0a-f38c-4f9b-9380-86238668ae3a,South Mariemouth,Lao People's Democratic Republic,Africa,7948350,Banned,Low,12180,199653,7.24,6.6,UberPool,Grab
c09588e8-94db-4458-9496-a9d3097bf42b,Michellebury,Belarus,Africa,9985908,Restricted,High,6808,136645,75.43,19.72,UberEats,Local Taxis
b3bb79e2-e662-4c0c-a7ae-9303ef9870ba,Port Joseview,Qatar,Europe,2707035,Restricted,Low,13575,12961,25.95,13.88,UberX,Grab
4b260cc0-b134-4185-a6de-51d863f267f1,New Brian,Saint Barthelemy,Australia,7234378,Allowed,Medium,37021,311473,15.45,9,UberPool,Ola
1d509e9f-1d92-4d23-b306-e663a3232084,Ianhaven,Lesotho,South America,3154920,Allowed,Low,2306,20537,26.48,11.2,UberX,Lyft
20c03783-f185-4186-ba39-0309d9eff389,Port Jonathanhaven,Cambodia,South America,3218785,Banned,Medium,14440,358059,7.36,3.69,UberEats,Ola
8f28ba02-9432-487a-9a22-0d2fd6157c27,New Stephen,Cameroon,South America,514402,Allowed,High,3016,62023,91.95,3.79,UberPool,Local Taxis
c4e06780-e1e2-4453-9fe8-93219a95b34a,Chenburgh,Angola,Asia,482648,Restricted,Medium,4608,160109,81.64,12.56,UberX,Lyft
5dffd826-1b75-469c-9faa-615f44921d8a,Kellershire,Niue,Africa,9882066,Allowed,High,13778,302801,66.22,3.16,UberX,Ola
a0d96b52-2cf3-46d9-8743-4b1e8123cf70,Benjaminhaven,Afghanistan,Asia,7323811,Banned,Low,35459,227251,35.99,5.59,UberPool,Lyft
f3e7556d-f1b4-4b39-9532-909a86dd0c57,North Corey,Chile,North America,5495770,Restricted,Low,42030,23093,98.35,16.42,UberPool,Grab
54633333-37ae-4785-b17a-ce13120c8e0f,Phillipsland,Mexico,Asia,3952569,Allowed,High,15851,159075,80.04,9.62,UberPool,Lyft
c69f1157-6862-44a9-be26-ed65c8dd400e,Port Brittany,San Marino,Europe,5024520,Restricted,Low,10879,125687,81.89,19.52,UberEats,Local Taxis
