city_id,city_name,country,continent,population,regulatory_status,market_competition,number_of_drivers,number_of_rides,avg_fare,avg_wait_time_min,uber_services,major_competitors
94eb37e3-2e3f-4109-8f64-bbe99537be0d,Dawsonbury,Gambia,Australia,8505285,Banned,High,10848,24092,22.2,6.16,UberPool,Lyft
b8d15c2c-6d93-4728-8cc0-0e3745e7d1a8,Austintown,Benin,South America,6469559,Banned,High,48042,371922,78.12,9.03,UberX,Local Taxis
04884e7d-aa65-4790-b2ef-3c9e724c5e74,Thomasborough,Barbados,Africa,8406747,Allowed,Low,10769,64713,26.69,9.72,UberPool,Ola
2bb0ea60-4620-418f-aa02-39623aa0c217,Matthewsview,Marshall Islands,Asia,4793558,Allowed,Low,14251,66588,42.47,16.39,UberPool,Lyft
b1aa4b0b-f1cf-4ccc-b94b-11fb05206e7a,Port Justinton,India,North America,5613999,Restricted,Medium,746,315060,44.59,8.12,UberPool,Grab
71fcf1de-6043-4fa2-a6f2-b28efa6de89b,Ericport,Svalbard & Jan Mayen Islands,North America,2341934,Restricted,High,45669,30876,85.26,6.09,UberX,Ola
36747afd-538f-4af9-9aa9-0406b062cbcb,Ashleyfurt,Burundi,Asia,280794,Restricted,Medium,14335,319851,31.79,18.33,UberEats,Grab
2b020c3e-41b5-4341-82b6-8be65aca3e91,Lake Mitchell,French Southern Territories,Australia,3632112,Banned,Medium,48907,11691,90.75,3.75,UberPool,Local Taxis
30696e96-8437-4692-bd8d-be703b7592c3,Frankland,Brazil,North America,4117902,Banned,Medium,15159,419272,24.76,5.06,UberX,Local Taxis
296624be-5893-4c2b-b439-46dd80e0d0d4,West Nicholas,Algeria,Asia,1787446,Banned,Low,29276,227768,23.69,13.98,UberEats,Lyft
648dbfaf-5ec9-4b52-840b-af7615e087b9,Veronicatown,Ireland,Africa,6384167,Allowed,High,42716,250803,5.34,18.67,UberEats,Grab
37695065-b699-4004-9742-ddff49b6e1b6,Sherrychester,Uruguay,Australia,3844991,Allowed,High,34950,15877,19.74,15.48,UberPool,Grab
67f7ce18-f1fd-47be-b8e5-831e2ca43da7,Lopezfort,Spain,South America,4028835,Restricted,High,21358,317373,16.42,4.49,UberEats,Grab
6c1bdcbc-f773-405f-8f65-e41522a8a4b4,Skinnerborough,Vietnam,Australia,9081235,Banned,Low,26310,369247,62.77,9.17,UberX,Local Taxis
423256a3-5de4-4dc2-b3f6-e286370060a8,New Lisaton,Korea,Europe,2550670,Restricted,Low,4262,405129,32.59,8.8,UberPool,Ola
6f71d427-82a8-46db-a118-c8ea5943c805,Ramosstad,North Macedonia,Africa,1397597,Restricted,High,37831,113494,466.1,3.52,UberPool,Grab
87dbb4d6-fa35-436b-996b-2b59ba592675,East Craig,Barbados,North America,5907727,Restricted,High,21565,418105,12.74,2.63,UberEats,Ola
761c410e-5bd0-4396-afad-c66874fcefb8,Tammybury,Georgia,Europe,3050098,Restricted,Low,39491,196838,58.01,16.12,UberX,Ola
ae336b89-cc12-4e03-aa16-16a35e8d37a3,Perezborough,Niger,Australia,235522,Restricted,High,48506,452731,57.84,3.61,UberEats,Ola
c746c170-7df0-40d1-abde-64242fb77845,North Michaelberg,Thailand,North America,7030240,Banned,Low,237,321385,70.56,15.02,UberEats,Ola
8b901f3a-5d46-43f2-b571-e2761fb031b0,Port Ricky,Bangladesh,Asia,6664959,Banned,Medium,16352,390718,377.57,5.05,UberPool,Lyft
5cc796de-f8d5-440e-b571-dd7db1d18d72,Porterburgh,Sao Tome and Principe,North America,2575224,Banned,Low,26182,62573,86.6,6.34,UberEats,Local Taxis
84c612bf-6090-4a75-8fb7-31b54ab572fb,Laneshire,Bulgaria,South America,6900850,Restricted,Low,17031,316386,301.91,17.35,UberX,Local Taxis
24f06bc3-b45d-401c-9b37-4d24c7555057,Lake Ericberg,Jersey,South America,9708579,Banned,Medium,5744,201673,89.54,7.79,UberPool,Lyft
5f4e9f9f-6067-4558-b9ef-1669415a0628,East Rachelland,Turks and Caicos Islands,Asia,6960997,Banned,Medium,20146,94754,25.78,5.71,UberEats,Lyft
ca7435b0-b5e0-43e0-9e6f-e15d636b046d,South Patricia,Marshall Islands,North America,4419873,Banned,Low,26002,157424,377.61,3.22,UberX,Lyft
d06625ca-52e9-4d28-8edf-0bafbc7264a5,East Eric,Saint Pierre and Miquelon,Asia,5267428,Restricted,Low,35873,204271,26.39,16.5,UberX,Grab
0a8763c5-5fc0-4ebe-bb48-cd14864cd769,Cervantesland,Kenya,Asia,1816253,Restricted,Low,6678,490620,65.72,6.08,UberPool,Lyft
2964aa63-b5fe-4e6f-860c-18f5ffbfe964,Crawfordland,Turkey,Australia,3009390,Banned,Medium,17936,413520,77.6,13.14,UberPool,Ola
018277bd-eb66-4477-8a9d-c1df0d7f407b,North Karenside,Bermuda,Australia,5674599,Restricted,Low,36815,222105,209.11,13.78,UberPool,Local Taxis
be0632dd-44c1-40c5-9061-2bce9da3026c,West Regina,Turkmenistan,North America,2754369,Restricted,Low,26160,81163,68.27,10.45,UberX,Local Taxis
32cbe739-1f1c-459f-8a76-d098935fbc67,Lake Angela,China,Europe,3550642,Restricted,Medium,25571,6452,68.44,11.28,UberPool,Lyft
e4c82c1a-28e2-4d04-80bc-de6bb49e1405,North Grant,Trinidad and Tobago,Europe,8157776,Restricted,Low,20751,386264,82.05,7.03,UberPool,Grab
0a90d561-dc7e-4246-acdf-cd88d96d1be2,New Laurie,Greece,North America,5567181,Restricted,High,13124,280232,99.63,14.11,UberPool,Ola
df9d834e-4253-44d8-9038-f38847377e97,Tinashire,Tokelau,Australia,1060170,Restricted,High,5215,350579,91.23,16.83,UberEats,Local Taxis
146fbd07-a8ed-4a96-b704-a7b3f7e9dcc7,South Sarahfurt,Philippines,Europe,9154703,Banned,Low,26236,233007,39.76,13.56,UberPool,Ola
740835dd-f338-495c-8467-bd16230eccc2,Cameronville,Nauru,Europe,8300449,Allowed,Low,41190,340805,377.43,9.84,UberPool,Lyft
fed8874e-b358-4c52-8215-642e44f92d4a,Williamsside,Niue,Asia,9043357,Restricted,Medium,8090,205684,64.97,13.5,UberPool,Lyft
c8899006-f16b-49b9-841a-f2b020f1c23a,Jeanettefort,Ghana,Australia,8336429,Restricted,Low,10660,491276,49.13,5.62,UberPool,Local Taxis
0cc21d2c-0d21-48c1-b27c-c3c4a5cc1ff9,Ginamouth,Papua New Guinea,South America,5654466,Restricted,High,4533,203907,65.23,12.6,UberPool,Grab
d088d0e6-756f-4255-9f72-54d26c190b93,West Aprilview,Azerbaijan,South America,4712491,Allowed,High,38499,292027,79.87,8.17,UberPool,Lyft
78bf3d8e-dfe2-4d54-a742-0e897dc4c9b1,Kellystad,El Salvador,North America,6321157,Allowed,High,29631,321482,5.25,6,UberEats,Grab
0db30eae-b500-4a9c-a05e-cd21270a8407,Lake Elizabeth,Kenya,Australia,5867840,Allowed,Low,14968,24641,90.82,7.96,UberPool,Lyft
b309ad4f-26b8-4a52-b9df-0fc09684062c,Jessicaview,Oman,Europe,3630012,Allowed,High,27414,184754,40.74,7.88,UberX,Lyft
95ec5cc7-9e2a-47ca-84af-7ba0b9eb10b8,Craigmouth,Dominican Republic,South America,7847318,Restricted,Low,20890,186573,406.72,13.59,UberEats,Ola
fb852a6b-2037-4e59-9aa9-b794f85294ad,Allisonfurt,Tanzania,Australia,2587187,Allowed,Low,23203,227676,55.93,14.71,UberX,Grab
2d0be279-c3b6-4455-b7c7-574d6a9f141e,East James,Saint Martin,Africa,2147002,Banned,Medium,7010,10655,15.7,12.55,UberX,Local Taxis
770dd86e-1f7c-47dd-a5ef-50859884707a,Murrayborough,Spain,Europe,3247947,Allowed,Medium,11609,328068,89.95,3.16,UberEats,Local Taxis
e7151e73-e9b4-4656-ab74-f34794681d27,Stoneberg,Brunei Darussalam,South America,4822578,Allowed,Medium,31095,10110,38.8,3.78,UberPool,Lyft
b379744d-18d8-49ac-883d-ede07bf6843a,Murrayfort,Algeria,Australia,5107794,Banned,Low,42891,368898,81.5,14.21,UberEats,Ola
85803557-3e12-4098-90c9-a4523a8e836d,East Carrie,Bulgaria,Australia,5231941,Restricted,Medium,38316,477994,14.36,10.12,UberEats,Grab
e20c4256-3cc1-449a-8357-fd6230b357f3,West Joseph,Algeria,South America,1418447,Allowed,High,48541,44485,40.34,17.13,UberEats,Grab
faa4c2d0-1146-4d0c-9ece-3544837c31ce,Michaelberg,Mozambique,Europe,2835199,Allowed,Low,23035,239391,37.42,17.63,UberEats,Lyft
c960c9fd-36fe-4bfb-bfda-972b7bf0a6c5,Port Josefort,Kenya,South America,5125641,Allowed,Medium,37157,271496,76.24,19.2,UberX,Grab
6338cdf9-6cbf-4e45-9bd1-3ed08d37027d,Port Brett,Montserrat,North America,4323291,Banned,Medium,7675,278960,26.32,14.32,UberX,Lyft
7bab403b-1041-44b3-9b43-25bf94c5b08c,Dustinmouth,Mayotte,Europe,5529203,Restricted,Medium,11021,148795,13.89,11.28,UberX,Local Taxis
34aaad75-2280-4470-87b1-c08eb593781b,East Benjamin,Anguilla,Europe,6378214,Banned,Low,4208,124172,49.51,12.95,UberX,Grab
4e1816db-60e8-48f2-96ce-8ba53134cc70,East Ginaborough,Pakistan,Africa,8063766,Allowed,Low,27804,193588,22.37,4.21,UberPool,Lyft
ccf1d65d-10d1-4beb-9a8d-f27c25ad8a2a,Port Emily,Singapore,Australia,2794646,Restricted,Low,36925,201444,86.48,7.77,UberEats,Local Taxis
aac52e28-bb0a-4f75-840c-650fd6aa3413,Adamshaven,Papua New Guinea,Asia,8223928,Banned,Low,17646,287299,46.52,12.38,UberX,Grab
056d7cf1-5601-408a-be53-3d03150d75f4,Lake Gregory,Netherlands Antilles,Asia,320997,Restricted,Low,22606,209771,105.29,13.08,UberX,Lyft
6590fc10-63e9-4206-8149-0d05edcb40f3,Donnaside,Korea,Africa,6024819,Banned,Low,1909,256766,453.27,3.53,UberEats,Local Taxis
527fd80c-469e-4c33-b3a1-53620ff8a6fc,North Amandaview,Bahamas,South America,7257832,Allowed,High,47001,326923,66.85,12.07,UberX,Ola
a9fc70ed-af6a-45a9-b856-38ea091604a5,Port Davidmouth,Cyprus,Australia,4952852,Restricted,High,47283,178952,23.97,13.4,UberEats,Lyft
d3521f31-3f45-4f9b-ace7-0542e207a33d,North Kyle,Iceland,Australia,500815,Banned,High,46318,418077,55.74,13.38,UberPool,Ola
6151dc53-68ba-49bd-a97d-bf6dc2d883f2,Lake Mary,Monaco,Africa,751469,Restricted,High,47270,133249,43.17,17.23,UberPool,Local Taxis
e9adfb43-2d87-450f-b88c-ad95e3b4f7d9,Christophershire,Nicaragua,South America,228465,Restricted,Medium,36837,399605,64.64,5.55,UberX,Grab
445a90eb-8ea5-43d8-be49-d6e1f3a5ff62,Thomasview,Aruba,South America,5931076,Banned,Medium,40223,61180,55.79,11.92,UberPool,Local Taxis
69f85f4a-1087-4595-b17a-79c62c07e350,West Matthewville,Nigeria,Australia,4718450,Restricted,Low,36137,126754,44.97,6.13,UberPool,Local Taxis
c670ad18-5f61-48d2-855f-be2f0af9c30f,Danielmouth,Papua New Guinea,Asia,6669187,Restricted,Medium,46661,261825,5.64,3.58,UberPool,Local Taxis
8a515eda-6ae6-48cc-89d6-84366c36ca4d,East Lindsayborough,Cocos (Keeling) Islands,Europe,8888644,Restricted,Medium,3247,466852,94.28,16.18,UberPool,Local Taxis
2c27dcfa-e5de-4722-8aee-bca9e4fe92b6,North David,Libyan Arab Jamahiriya,North America,449911,Restricted,Low,7270,113270,63,15.63,UberPool,Ola
65c646d3-709e-4f28-9301-7c508e30dfda,Rowemouth,Guatemala,Asia,5966516,Allowed,Medium,15689,45235,29.73,14.38,UberEats,Local Taxis
50cda7b9-54e6-4b94-b9c0-8910fc12c8c0,Port Ebony,Belarus,Africa,2002418,Restricted,Low,16521,383918,157.28,11.35,UberPool,Ola
4eb6c61a-b8d2-4219-86ca-b79565e5ad5a,Geoffreyhaven,Saint Vincent and the Grenadines,Africa,7181645,Restricted,Medium,15360,248411,6.76,3.53,UberX,Ola
bb79d9c3-3fb0-476b-8b86-1524aff2ef6c,Lake Johnstad,Austria,Asia,9921761,Banned,High,32166,387932,81.94,11.02,UberX,Ola
819c4f95-6df1-4c0e-9343-3740a9625b58,Jacobview,Saint Martin,South America,4666118,Banned,High,25998,285292,7.69,14.29,UberPool,Lyft
e2ec7493-9ad9-4018-b671-2b07d7731739,Lesliehaven,Indonesia,South America,5098771,Allowed,Low,38304,113207,65.97,13.75,UberEats,Lyft
622cf01c-c494-4e56-bf31-c5ad57cde55a,Port Angelica,Armenia,Asia,3159526,Restricted,Medium,8881,315239,8.03,10.25,UberPool,Ola
e7f238be-4475-4ed3-909d-23db39923453,Sherryville,Egypt,North America,3596844,Restricted,Medium,26724,7773,26.19,19.24,UberEats,Lyft
54942368-0db1-4d4c-ac74-941dde3cd934,Smithshire,United Arab Emirates,Asia,9089090,Allowed,Medium,36821,108534,5.07,12.49,UberX,Ola
dff844d6-ec04-4418-8c72-993010af0ae6,West Randyville,Lebanon,Europe,4752778,Allowed,Medium,39026,276673,15.27,7.26,UberX,Ola
789ba6fb-ff7a-4baa-997f-40fea5cc66f0,Greenshire,Malaysia,South America,9663893,Restricted,High,31621,228926,52.9,2.16,UberPool,Local Taxis
4fab0186-e558-40f8-8099-c9e1c9d973e1,Joeton,Morocco,North America,4994383,Restricted,Low,14689,334500,81.2,4.87,UberPool,Ola
24d5ec93-5a0f-4f69-a9f9-fa672522f72d,Woodsville,Gibraltar,Africa,3498319,Restricted,High,38443,442350,9.29,12.17,UberPool,Grab
8266ae93-caed-4598-bfef-807ad9c3fbcb,West Patricia,Central African Republic,Africa,5036327,Banned,High,43635,61925,13.76,5.02,UberPool,Grab
c43b244d-0148-4d64-95d3-0bba2d9cc780,Krystalshire,Italy,Asia,7160889,Restricted,High,36828,125508,428.95,13.12,UberX,Grab
7a716260-a1ea-4b7f-b676-050bb42524ae,East Joshuaport,Netherlands,North America,4131042,Banned,Low,33227,42822,16.27,10.24,UberPool,Ola
34a4040e-e43f-49ee-9a94-09747e02e19a,Yangbury,Cocos (Keeling) Islands,Africa,2969874,Allowed,High,1977,384416,61.23,9.85,UberX,Grab
fa806ee5-a150-4601-ad59-1ec45d087d52,South Michael,Aruba,Asia,137175,Allowed,Low,43929,181865,82.65,3.38,UberEats,Local Taxis
6bea3ff1-4a7a-4968-a882-4e34ff2fde6a,Johnland,Ukraine,Africa,3519816,Allowed,Low,20338,237566,54.45,8.77,UberX,Grab
e8bc4d64-50e2-4503-870a-b8783c095577,North Michael,Chile,Africa,1724496,Banned,High,28461,422508,44.52,14.74,UberPool,Lyft
300e7943-f5d4-48bb-b967-dbc0dbd5aa6b,South Jessicamouth,Dominican Republic,North America,8682927,Allowed,Low,3939,44378,469.73,5.33,UberX,Grab
681a8749-0ae3-4bd4-9ddd-59e12d757405,New Laurenburgh,Sao Tome and Principe,Africa,5627067,Restricted,Medium,16648,317940,17.72,5.11,UberEats,Ola
cee5fcdd-9927-400f-a01a-0efb98a6d4b2,Jamesfurt,British Virgin Islands,Australia,1038869,Allowed,Low,39393,13725,43.43,11.29,UberPool,Lyft
a84bedef-67b1-4f48-93ab-6739ad9bb1ec,West Brittneyfort,Uruguay,Australia,1543385,Restricted,High,21962,339402,92.43,4.28,UberPool,Lyft
bb55b9a1-0620-4ed9-8cc7-ef9f1c2a36a5,West Vincent,Georgia,Asia,8334629,Banned,Low,21668,488673,35.03,3.54,UberEats,Lyft
196e4f9f-78c2-4cae-ac76-5817a7c92c1c,Annaview,Guinea,North America,405631,Restricted,High,2912,85216,47.24,12.01,UberPool,Ola
9eccc7c7-27e8-42f3-851f-160f022bf848,Port Calebland,Holy See (Vatican City State),South America,2763180,Restricted,High,24758,278180,188.86,5.11,UberEats,Grab
6fa2c0a2-28f5-4075-b862-2218f7f052a9,East Stephenmouth,Bulgaria,South America,4756647,Restricted,Low,30808,375621,482.05,14.29,UberEats,Lyft
6b231ea9-7c81-4416-9b43-8dc658666f2d,North Frankburgh,Heard Island and McDonald Islands,Asia,9272300,Banned,Low,21106,223966,75.8,15.59,UberX,Local Taxis
e2bf4be8-7fc6-491f-b173-5f7386f791ae,Jennifermouth,Latvia,Asia,7752005,Restricted,Low,13437,43486,305.96,10.48,UberX,Local Taxis
b0ffba15-f49a-4cad-9686-fa0299bdeb22,Matthewbury,Sri Lanka,Africa,3554428,Banned,Low,46227,319326,75.86,16.31,UberEats,Ola
5662354f-0450-4b81-a75f-d8f1a26bc7fb,Timothymouth,Cayman Islands,Africa,9163536,Banned,Medium,21062,323597,77.91,19.56,UberEats,Local Taxis
a8f535e4-ac39-473a-a43e-6539b068f050,Michaelburgh,Croatia,Asia,8563357,Restricted,Low,11578,478208,73.92,7.96,UberPool,Lyft
8aff5bd8-6c8d-4a30-89bd-f73e7881c2bf,Walterhaven,Nauru,South America,5314546,Allowed,Low,7834,176624,34.76,6.52,UberX,Grab
fb8b0b57-44af-4128-ae05-2c32fdc19ec1,Calebberg,Mayotte,Asia,8891842,Banned,High,31759,125243,80.19,15.88,UberX,Lyft
e4dbd30a-4a93-4abd-a126-65004110b072,South Adam,Bulgaria,Africa,5991243,Restricted,Medium,14394,317082,497.51,13.8,UberX,Grab
c8539005-6cfe-412e-acd1-9626345690f5,Arnoldstad,Holy See (Vatican City State),Africa,1186828,Allowed,Low,22611,106822,11.09,2.1,UberEats,Local Taxis
ca00c450-7211-4ed6-8683-d58d472a4b87,Youngport,Finland,Asia,1626866,Restricted,Low,48443,411043,82.63,12.73,UberEats,Ola
300b6c6e-c0ff-4bf5-b05a-03a4c45931d9,Lake Jessicaton,Greece,Asia,2834426,Banned,Low,18490,73971,297.91,2.9,UberPool,Local Taxis
2eba77ca-9fac-4f51-8123-9be26801aecf,East Brandonmouth,Guatemala,North America,8363096,Allowed,Low,689,247525,43.73,12.22,UberPool,Ola
0beea077-a42d-456d-bcd4-e740190490c9,New Jeff,Tonga,Africa,9036078,Banned,Medium,31951,332606,58.53,8.28,UberX,Grab
d1fe856b-748f-4b51-955a-d6791742fb7e,Mitchellborough,Heard Island and McDonald Islands,South America,6746285,Restricted,Low,29185,35574,93.86,2.82,UberEats,Local Taxis
8cf3bcc1-2041-4f8b-b01e-e32cdfe0da83,Port Kelly,Belgium,North America,3441845,Allowed,High,33751,397369,265.43,19.39,UberPool,Local Taxis
a0dc170a-09d8-41d9-aae0-a09c9e54b001,West Michaelside,Northern Mariana Islands,Asia,7958364,Allowed,Medium,30945,344619,45.46,12.17,UberX,Grab
f39887f2-021d-4b13-9865-005461d42eaa,Staceyberg,Mauritius,Asia,5558485,Banned,Low,44215,287177,70.73,16.09,UberPool,Grab
59759edd-709f-4558-b8ad-83cfc35b3c07,Petersonside,Turks and Caicos Islands,Australia,8835491,Allowed,High,30512,208677,86.17,14.81,UberEats,Lyft
5777c222-e095-4376-bb60-23a4c18148a8,Edwinfort,Guernsey,North America,693936,Allowed,High,47298,119075,27.82,5.7,UberX,Lyft
c16c4bba-e40e-413f-84c3-63b44b320720,Bellfurt,Saint Vincent and the Grenadines,Africa,5461349,Allowed,Low,22454,115505,47.17,18.33,UberX,Local Taxis
a71e12c9-aa73-459c-ac26-b950300f6956,Ashleybury,Gabon,South America,4931382,Restricted,Medium,37916,176415,440.6,18.19,UberEats,Ola
dbb1c5ae-9d97-43e9-95ec-145d56a681cb,New Edwardchester,Sierra Leone,South America,7256568,Banned,Medium,12161,442617,66.11,11.46,UberPool,Ola
16542bde-594a-4168-880c-e48593621d52,Lake Keithfurt,Wallis and Futuna,Asia,6738701,Banned,Low,46618,210085,91.92,10.63,UberX,Ola
14bc5635-ac1a-4d32-97bd-db1fd4f0b1b0,North Robertfort,Romania,Asia,4398817,Allowed,Medium,27282,153691,72.03,9.12,UberX,Local Taxis
2574b53b-7a78-4b33-9e0b-36bcbc4fdeb7,Peterside,United Kingdom,North America,4324927,Restricted,Medium,40955,95483,68.02,17.57,UberX,Lyft
e9a46586-747f-41fc-93b2-62f2f6460596,Davidland,Monaco,Africa,5695885,Allowed,Medium,22799,100728,12.73,16.52,UberX,Local Taxis
1a28a7bb-1a78-4852-9c82-85b90578c623,East Beth,Botswana,Europe,6680298,Allowed,Low,27912,304152,58.12,2.85,UberEats,Lyft
d04da4ef-0af0-4652-a82d-b9b7366f88f7,Jenniferstad,Chad,Africa,9514328,Allowed,High,26659,245509,94.2,7.02,UberX,Ola
0fc2db8c-ee0b-4374-a253-ffe267889f0b,Sarahhaven,Bangladesh,Africa,4758225,Restricted,Medium,30866,216590,36.98,6.98,UberEats,Grab
d7dd0324-bf5e-464b-8f3b-d0dc49f14d46,Cantrellburgh,Cyprus,Australia,4924795,Restricted,High,8583,356729,92,6.06,UberEats,Lyft
8cd6bce5-6bf2-4a04-8ba7-a9e4cbad8b71,Port Brooke,Mexico,Europe,4587219,Banned,Medium,48722,484835,69.05,12.87,UberPool,Ola
7fd17ac0-cfbe-492b-8de9-4b7efad0543c,Wellston,Korea,Europe,9482283,Banned,Low,49022,41536,74.67,16.73,UberEats,Ola
772a5368-f69d-44ae-a631-7948ce4f4c2d,Zacharyfurt,Saint Lucia,South America,7647863,Banned,High,32091,137904,38.7,13.38,UberPool,Ola
b2f7fd47-ff1a-40cb-af16-803ff93bd1b3,Lindachester,Russian Federation,Europe,1226634,Restricted,Low,20281,343155,116.33,14.82,UberX,Ola
40b99de8-c39d-4b23-975c-bbd9ab97560e,New Sharonhaven,Benin,Asia,9210158,Restricted,Medium,37475,166212,35.05,11.39,UberPool,Ola
d021595a-b425-4381-b839-b9d28cf453a0,Gregoryfort,Ireland,Asia,7267169,Banned,Low,28852,397031,58.87,15.84,UberPool,Lyft
6d79f932-d589-4798-809b-aa5031de5f8a,Port Christine,Svalbard & Jan Mayen Islands,North America,1548119,Allowed,High,27762,319024,88.29,3.81,UberX,Local Taxis
ab2c88f9-3ba8-4645-885f-cd54f287ad3a,West Kathleenchester,Barbados,Asia,1035092,Banned,Low,22790,246908,6.94,10.33,UberEats,Grab
2de63967-82d9-480e-aeaa-b12ede0640e1,East Justin,Christmas Island,Africa,6440611,Allowed,Low,4099,237012,15.18,10.77,UberPool,Local Taxis
756ae216-4545-43a3-98a4-ff36a7884e55,Brownville,Jordan,South America,1784240,Banned,High,23816,357947,89.03,13.53,UberPool,Lyft
a1818128-74ec-444f-94ef-907668548ab8,Davidsonfurt,Indonesia,Africa,2927876,Restricted,High,4605,96810,6.06,14.34,UberEats,Grab
3ff174e8-54ac-4845-87be-beda5f1e3bcb,West Joshua,Syrian Arab Republic,South America,6708235,Banned,Low,26087,259095,60.17,13.11,UberPool,Ola
451d6023-4757-4edb-9417-a6518eae281b,Peterburgh,Gambia,Asia,2080038,Restricted,Low,1950,185598,53.32,17.46,UberEats,Ola
4eedd235-0a0d-45ac-bd53-81177781492b,Brianstad,Jamaica,South America,7913495,Allowed,Medium,28784,226847,67.09,2.97,UberEats,Lyft
d9ff6ab4-ce54-4ad5-931d-a921c6bbcb00,East Jessicashire,Mayotte,Europe,4437608,Allowed,Low,8803,281784,71.31,14.27,UberEats,Ola
5903ea0f-5827-47d4-9b92-0074341dc46e,Danielmouth,Myanmar,Asia,7468989,Restricted,Medium,48973,466182,99.82,2.83,UberPool,Grab
39e16692-1923-4f91-a0b8-e0191681ef4d,North Gailchester,Guatemala,Australia,2707005,Banned,Medium,34611,439011,89.17,6.67,UberX,Lyft
9202fcb7-6cf6-4a39-b327-74a95b59301a,North Aliciahaven,United Kingdom,Australia,7739435,Banned,Medium,30854,495512,74.95,12.79,UberX,Grab
6f1cd5a6-4db6-4faf-80fb-97f9e066c1d2,East Ronald,Grenada,North America,4077693,Restricted,High,5661,212543,53.16,13.78,UberEats,Lyft
d35a8d62-9a73-4f1e-8014-b494ef5311de,Hillstad,Togo,North America,6668591,Banned,High,46671,198068,59.89,14.32,UberPool,Local Taxis
